number,TeacherID,speaker,utterance,ut,rc,ICA_best_dim_1,ICA_best_dim_2,ICA_best_dim_3,ICA_best_dim_4,ICA_best_dim_5,ICA_best_dim_6,ICA_best_dim_7,ICA_best_dim_8,ICA_best_dim_9,ICA_best_dim_10,ICA_best_dim_11,ICA_best_dim_12,ICA_best_dim_13,ICA_best_dim_14,ICA_best_dim_15,ICA_best_dim_16,ICA_best_dim_17,ICA_best_dim_18,ICA_best_dim_19
447,3026,T,Remember slope from math class? ,P,SK,0.299028583,-0.37488271,0.335170805,0.39285196,-0.339008804,-0.497997557,-0.355050004,-0.328433867,0.370678898,0.285208053,0.352179831,0.308543803,-0.280500748,-4.080652556,0.317851225,-0.517046735,0.260166447,0.394680019,-0.353826666
448,3026,T,The slope of the line?,P,SK,0.203390864,-0.229832856,0.137998766,0.169263028,4.917914557,-0.14548785,-0.142774343,-0.106281017,0.130398705,0.118805923,0.141426664,0.130970759,-0.112490489,0.178720197,0.132664346,-0.206039223,0.093441728,0.240930301,-0.139067117
449,3026,T,"So how steep this line is, the slope of the line, that is your what? ",Q,SK,0.261230653,-0.27467035,0.18056693,0.194879164,5.884354779,-0.180090621,-0.176329724,-0.162927929,0.169029599,0.166268744,0.18157679,0.175647329,-0.168689996,0.203163516,0.179277263,-0.243676863,0.168153697,0.304422764,-0.183280494
450,3026,S,Speed? ,Rs,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
451,3026,T,That’s your speed. ,Fy,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
452,3026,T,"How steep this line is is dependent on how fast you are going, isn’t it? ",E,SK,0.286019133,-0.293886418,0.198810429,0.205857501,6.298543433,-0.19492038,-0.190710603,-0.187205178,0.185585696,0.186609954,0.198783986,0.19479443,-0.192775499,0.213639225,0.199254228,-0.25980728,0.200173113,0.331633819,-0.202229084
453,3026,T,"If you notice, if you ran real quickly it went steeper, but if you were slow it went up very slowly, right? ",E,PD,0.2043636,-0.159263474,0.164460368,0.156335334,-0.17109887,-0.220004779,-0.158965086,8.028891026,0.154401342,0.163799161,0.169794865,0.191689667,-0.170436413,0.191095849,0.17083893,-0.149896295,0.18022182,0.243656712,-0.173206519
454,3026,T," Remember, it’s measuring your distance over time. ",E,PD,0.265372138,-0.314046552,0.283334961,0.327783829,-0.28735473,-0.41801978,-0.298344659,1.598928526,0.307689787,0.244845514,0.297627129,0.269309185,-0.241320402,-2.974519577,0.271178966,-0.417496817,0.225028477,0.34543842,-0.29891899
455,3026,T,"So if you’re going faster you’re going over more distance in less time and that’s why your graphs are going to steeper, ok? ",E,PD,0.404753907,-0.519066234,0.399646489,0.527199321,-0.404742385,-0.510033876,-0.459456782,-0.360847315,0.486336121,0.359439033,-2.246132545,0.412743995,-0.35931962,-0.933718088,0.42858948,-0.580360876,0.340002604,0.440795673,-0.438781793
456,3026,T,"Alright, can someone tell me what we mean by constant speed? ",Q,SK,0.784221141,-0.953611063,0.720944873,1.112943182,-0.716893606,-0.916928837,-0.924657365,-0.561275525,0.843856251,0.631710471,0.77820319,0.791490369,-0.61604833,1.698288882,0.779645506,-1.170042715,0.536449267,0.790070176,-0.817049149
457,3026,T,"George, put the money up unless you’re going to buy me more pencils. ",P,,-6.222850483,-0.278803201,0.178367234,0.184029916,-0.245452845,-0.190699099,-0.234324994,-0.182887885,0.173216095,0.174366731,0.186982307,0.181684477,-0.180483648,0.138434823,0.186075974,-0.181283248,0.182940968,0.177842785,-0.226140227
458,3026,S,That’s all I got.,Rs,,0.067120322,-0.168534217,0.071124233,0.134113876,-0.07163282,-0.09435727,-0.094767569,-0.02595929,0.130385525,0.050634341,-3.369934583,0.067021182,-0.031991695,0.152638177,0.083059426,-0.112590258,-0.014218516,0.071607509,-0.076021489
459,3026,T,"What is meant by constant speed. George, [inaudible]. ",Q,SK,-1.950418152,-0.680652832,0.501100381,0.739790682,-0.524637675,-0.624012218,-0.645642999,-0.405922231,0.572978279,0.44551881,0.538978101,0.544522495,-0.437944783,1.073436911,0.539034624,-0.772723014,0.389900847,0.542352833,-0.577261803
460,3026,S,The same speed? ,Rs,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
461,3026,T,"The speed stays the same, ok?",Fy,SK,0.219740759,-0.245791581,0.21648496,0.279885918,-0.267422009,-0.232949448,-0.311378757,-0.198040973,0.227398004,0.229675143,0.23127004,0.26440647,-0.207110726,0.291013647,0.232611995,4.372668814,0.196108017,0.290897869,-0.253560868
462,3026,T,"That means your not accelerating, you’re not decelerating, you’re not slowing down or speeding up. ",E,SK,0.149409557,-0.203323636,0.199907044,0.173730838,-0.160723309,-0.177029742,-0.220430241,-0.169750222,0.159668548,0.151054159,0.159606674,-6.444055576,-0.155947743,0.082406406,0.154060778,-0.187337952,0.210868983,0.176142039,-0.211225319
463,3026,T,It’s staying constant; it’s staying the same. ,E,SK,0.129670824,-0.194983798,0.200608711,0.199811765,-0.134765845,-0.133413293,-0.132931398,-0.117207002,0.163174062,0.123703052,0.136800581,0.130404118,6.646604371,0.199478817,0.149834476,-0.133093299,0.113375967,0.164385484,-0.136232664
464,3026,T,And when you do your time graphs in just a minute you’re going to realize what happened when you do not move or you stay the same. ,E,OD,0.186064686,-0.295225527,0.184653567,0.206393867,-0.19401337,-0.189155375,-0.187922119,-0.183780384,0.280606529,0.182189639,-5.944853999,0.191024837,-0.187935159,0.227409514,0.225750281,-0.186276329,0.192592286,0.186827133,-0.198926911
465,3026,T,What is the relationship between acceleration and velocity? Tell me what velocity is. ,Q,SK,0.195689128,-0.238459987,-0.970389151,0.292701506,-0.193186056,-0.193182799,4.309220053,-0.170087512,0.187789934,0.172880285,0.19072574,0.238182551,-0.180488619,0.180986829,0.245305669,-0.352737625,0.182374078,0.199319237,-0.269760715
466,3026,S,Speed? ,Rs,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
467,3026,T,"It deals with speed, but what else? ",Fq,SK,0.097440379,-0.175813753,0.116068482,0.170710824,-0.102408951,-0.11350865,-0.14472141,-0.067247954,-4.583536191,0.08499269,0.165738984,0.110103421,-0.108732828,0.227328818,0.114638992,-0.187644771,0.054771851,0.118320751,-0.105340697
468,3026,S,The direction. The direction of the motion. ,Rs,SK,0.219740758,-0.24579158,0.21648496,0.279885918,-0.267422009,-0.232949448,-0.311378758,-0.198040972,0.227398007,0.229675144,0.23127004,0.26440647,-0.207110726,0.291013646,0.232611995,4.372668828,0.196108018,0.290897871,-0.253560867
469,3026,T,The direction of motion.,Fy,SK,0.185790888,-0.21910867,0.184115292,0.253363311,-0.228184719,-0.20400773,-0.274003055,-0.156374915,0.195158699,0.190988107,0.198981814,0.224759963,-0.165375418,0.264956974,0.195610635,3.884833286,0.143194002,0.250072329,-0.216276352
470,3026,T,"So we’re adding speed which is our rate of distance over time and we’re giving it direction, meaning, what direction are we going to walk in? ",E,SK,0.223463139,-0.285251695,0.243021603,0.281629052,-0.247068954,-0.264122104,-0.278685806,-0.226206141,-3.817423697,0.222062243,0.288234015,0.248723835,-0.251639738,-0.603447861,0.249680898,0.744663612,0.232153425,0.275059094,-0.248362614
471,3026,T,So if you look at that picture on page 134 it shows the path of someone walking around a park. ,E,OD,0.186064686,-0.295225527,0.184653568,0.206393867,-0.19401337,-0.189155375,-0.187922112,-0.183780383,0.280606529,0.182189639,-5.944853998,0.19102484,-0.187935158,0.227409516,0.22575028,-0.186276329,0.192592286,0.186827135,-0.198926911
472,3026,T,"Do me a favor – run up to Ms. C[inaudible]’s, Ms. [inaudible] and Ms. [inaudible]’s room and see if any of these kids are in there because I owe them a lunch pass, ok? If they’re there, give it to them; if not, [inaudible]. ",P,,-6.798198214,-0.304411745,0.202105604,0.197421864,-0.2764997,-0.211157703,-0.258636953,-0.216623019,0.195338457,0.201823755,0.21007352,0.20738103,-0.213201525,0.146115875,0.212933119,-0.196605018,0.226352758,0.201690422,-0.255028351
473,3026,T,So velocity means – it’s depending on speed and direction. ,E,SK,0.541031906,-0.650424775,0.516260271,0.756714738,-0.513295017,-0.616344897,0.508304454,-0.406734438,0.573985482,0.453519589,0.538345552,0.564957382,-0.440579131,1.065428307,0.552614718,0.407798796,0.398231863,0.563599104,-0.585487857
474,3026,T,"So if I’m walking a straight line, what could I do to change my velocity? ",Q,OD,0.204671959,-0.253859771,0.262681359,0.297971948,-0.192503853,-0.199789698,5.436028645,-0.174998846,0.195502016,0.177737692,0.196639321,0.24383033,-0.179872019,0.190797829,0.255644376,-0.399770172,0.190771612,0.209110535,-0.289514761
475,3026,S,Run. ,Rs,OD,-3.665749484,-0.164987447,0.072863365,0.124510142,-0.107466826,-0.099771972,-0.126271843,-0.032953956,0.074894487,0.052335517,0.084354694,0.067477573,-0.035070859,0.104296813,0.066710883,-0.113186488,-0.010000318,0.071853287,-0.097748562
476,3026,T,"I could go faster; I could start running, right?",Fs,OD,0.255111853,-0.314536372,-1.433573001,0.354426888,-0.293541032,-0.398138226,-0.306166164,-0.272147419,0.305132218,0.243193483,0.29498711,0.277534892,-0.24762678,-2.837914513,0.280714933,-0.411503617,0.222304316,0.322809689,-0.302575869
477,3026,T,"That’s one way of changing velocity. Or, what if I stay at the same speed; I’m walking and walking and walking and I turn over here.",E,OD,0.227910362,-0.273716922,0.289683233,0.31851511,-0.214761251,-0.217974955,5.868910735,-0.203155037,0.216162638,0.201437362,0.217116384,0.270729724,-0.207742345,0.201541368,0.284127946,-0.430323704,0.22844279,0.231961939,-0.319235927
478,3026,T,Will I change velocity? ,Q,OD,0.146575952,-0.204216895,0.195176677,0.246614052,-0.136860364,-0.154326557,4.353823436,-0.104608368,0.14385046,0.118488517,0.145446664,0.176581846,-0.110196206,0.163938983,0.184435453,-0.323386342,0.096593666,0.151982027,-0.215211858
479,3026,S,No. Yes. You change like motion. ,Rs,OD,0.277749152,3.483740875,0.213337645,0.236094994,-0.249139257,-0.197054584,-0.240755942,-0.169962512,0.221899742,0.190901406,0.220369534,0.22586946,-0.187381541,0.237964032,0.208612263,-0.213734466,0.167742309,0.19189398,1.34189712
480,3026,T,When I turn I change what?,Q,OD,0.146575952,-0.204216895,0.195176677,0.246614052,-0.136860364,-0.154326557,4.353823436,-0.104608368,0.14385046,0.118488517,0.145446664,0.176581846,-0.110196206,0.163938983,0.184435453,-0.323386343,0.096593666,0.151982027,-0.215211858
481,3026,S,Velocity. Motion. Direction. ,Rs,OD,0.219740757,-0.24579158,0.21648496,0.279885917,-0.267422006,-0.232949446,-0.311378588,-0.198040971,0.227398005,0.229675141,0.231270038,0.264406468,-0.207110724,0.291013642,0.232611995,4.372668675,0.196108016,0.290897868,-0.253560867
482,3026,T,I change direction. ,Fs,OD,0.16618342,-0.21166278,0.189645984,0.249988681,-0.182522542,-0.179167144,2.039910188,-0.130491642,0.169504579,0.154738312,0.172214241,0.200670904,-0.137785812,0.214447978,0.190023044,1.780723474,0.119893834,0.201027178,-0.215744105
483,3026,T,"I may be going the same speed, but I changed directions so I have changed my velocity.",E,OD,0.492595498,-0.618476355,0.510324861,0.669418835,-0.459493087,-0.557399308,0.41244133,-0.378462844,0.526178305,0.411598288,0.504796703,0.503202621,-0.416397258,0.944289449,-1.851471161,-0.738581863,0.42366179,0.499773706,-0.527708441
484,3026,T,So how is velocity related to acceleration? What’s the relationship between that? Those two things? ,Q,SK,0.204671959,-0.253859772,0.262681359,0.297971951,-0.192503855,-0.199789698,5.436028653,-0.174998846,0.195502016,0.177737692,0.196639321,0.24383033,-0.179872019,0.190797829,0.255644376,-0.399770172,0.190771612,0.209110536,-0.289514764
485,3026,S,"Velocity, wants to be in the direction of motion and acceleration is change in velocity? ",Rs,SK,0.251635635,0.650805153,0.268872069,0.298228116,-0.255647414,-0.230369749,2.942137893,-0.211637611,0.235952064,0.223839816,0.236385467,0.275855109,-0.220612963,0.244551086,0.271043756,1.205839381,0.227914614,0.257488368,-0.300358422
486,3026,T,Acceleration is what? Say it louder? ,Fq,SK,-3.578605466,-0.239451761,0.174120388,0.201546988,-0.190932062,-0.167966683,1.497035982,-0.138539673,0.152371821,0.141209278,0.161143679,0.1683503,-0.139584579,0.144585082,0.173524268,-0.227762232,0.131266599,0.157546051,-0.209202922
487,3026,S,Acceleration is the speed – is the change in velocity? ,Rs,SK,0.193052759,-0.243931197,0.249180424,0.287700372,-0.181375158,-0.190697071,5.21958759,-0.160920751,0.185171703,0.165887857,0.18640079,0.230380634,-0.165936858,0.185426063,0.241402593,-0.384493407,0.171936023,0.197684833,-0.274654184
488,3026,T,"Acceleration is the change of velocity, ok?",Fy,SK,0.193052758,-0.243931196,0.249180423,0.28770037,-0.181375158,-0.19069707,5.219587561,-0.160920751,0.185171704,0.165887858,0.186400789,0.230380634,-0.165936856,0.185426061,0.241402592,-0.384493365,0.171936023,0.197684834,-0.274654183
489,3026,T,"So we know velocity means I must be in motion, I can change my speed, and I have to be moving in a particular direction, ok? ",E,SK,0.208182993,-0.225685988,0.22510211,0.245610364,-0.262728094,-0.225286892,1.567044347,-0.225670786,0.231259767,0.207090942,0.210996055,0.26725998,-0.233324344,0.23551433,0.263580074,1.362933082,0.215619462,-2.544068317,-0.280304582
490,3026,T,"And I’m moving right now, so do I have velocity? ",Q,OD,0.195170876,-0.236577901,0.22212579,0.258767814,-0.206763047,-0.25861728,1.46288751,-0.188907328,0.217480522,0.179991463,0.212326121,0.239989379,-0.176686361,-1.176220147,0.298009351,-0.322906455,-2.732288518,0.225447772,-0.23999026
491,3026,S,No. ,Ry,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
492,3026,T,"No. My speed is zero, but I’m not going in any direction right now, but once I move to a different direction I can change my velocity.",Fs,OD,0.207153563,-0.259108236,0.23136201,0.268384062,-0.221630432,-0.206472648,1.210313597,-0.194739365,-3.029950341,0.202648046,0.249092215,0.241009393,-0.225251927,0.279204209,0.239697894,1.075780908,0.215213465,0.241647406,-0.243748709
493,3026,T,"Ok, let’s answer one and two. Let’s look at a few of these graphs. ",P,OD,0.263390592,-0.280098179,0.258103104,0.313986412,-0.317869954,-0.270160227,-0.359433233,-0.251611617,0.268848545,0.279415619,0.272783469,0.31538055,-0.260770407,0.324515081,0.280185172,4.999885949,0.264140323,0.343387854,-0.301498101
494,3026,T,"Tell me, and this is just your first try. ",P,,0.145855634,-0.182339931,-1.648404676,-1.13560751,-0.165253457,-0.173392334,-0.20795728,-0.133932035,0.1614771,0.137145604,0.16783331,-1.811551171,-0.145995582,0.143302182,0.160886861,-0.186048964,0.133846634,0.155248772,-0.209375671
495,3026,T,"This was just your first try, so let’s look at this one. ",P,,0.203546459,-0.233987281,0.220361254,-0.828245947,-0.235808208,-0.225501418,-0.28724462,-0.193177021,0.218651836,0.2064425,0.223050434,-1.351340967,-0.199073639,0.230557075,0.213191707,2.224422749,0.202104461,0.248050567,-0.264607626
496,3026,T,"This one turned out pretty good, ok? ",P,,0.150369736,-0.246902641,0.157175474,0.192187366,-0.157114307,-0.15864172,-0.170760915,-0.136854601,-1.721777869,0.143049412,-3.445540779,0.158536815,-0.156371855,0.22788352,0.180954671,-0.187339829,0.137230915,0.159392923,-0.161215163
497,3026,T,So what did this person have to do to match this graph? ,Q,OD,0.193963622,-0.216929965,0.220714417,-4.073011681,-0.210438232,-0.232529204,-0.270757192,-0.170744807,0.230352592,0.179723603,0.24006634,0.20823723,-0.189021187,0.22756271,0.199258881,-0.252490828,0.161475491,0.195380796,-0.307071039
498,3026,S,[inaudible]. Walk a lot.,Rs,OD,-1.49802457,1.106800837,0.328073589,0.455970145,-0.359830428,-0.388372451,-0.417372725,-0.254156427,0.369204284,0.287365003,0.351830646,0.348523624,-0.277290474,0.628080802,0.342840221,-0.469664336,0.23441502,0.338296203,-0.37537003
499,3026,T,Hold on. You’ve got to tell me where he had to start; ,P,OD,0.159757802,-0.176860845,-5.90267122,0.271619726,-0.195914856,-0.166755203,-0.198014365,-0.150442171,0.156941605,0.153450654,0.167071411,0.215591432,-0.182955015,0.141742826,0.203950838,-0.164607433,0.148783943,0.160154043,-0.190744516
500,3026,T,you’ve got to be specific in your description.,P,OD,0.287777372,4.719176817,0.214203886,0.206288474,-0.260435693,-0.192995647,-0.236885778,-0.158046457,0.228928457,0.186726186,0.222458837,0.214212376,-0.179147213,0.232967644,0.205747524,-0.205012863,0.150294755,0.1815637,-0.230899299
501,3026,T,You have to start how far away from the wall? ,P,OD,0.22081405,-0.219748497,0.215726667,-1.873748529,-0.212844091,-0.220880296,-0.261561815,-0.188227739,0.215583093,0.191575332,0.227083936,0.234538919,-0.200552856,0.240257952,0.20823268,-0.246195059,0.190780231,0.209132804,2.876607671
502,3026,S,One? ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
503,3026,T,He had to start one foot away ,Fs,OD,0.226822445,-0.209009425,0.192890107,0.307743798,-0.196439728,-0.194434053,-0.235030876,-0.181794157,0.18434051,0.183306109,0.19701244,0.238762409,-0.188297553,0.240675098,0.197356059,-0.226021275,0.188822278,0.204171262,5.686643462
504,3026,T,and then which way did he have to walk? ,Q,OD,0.256132434,2.863298213,0.185626967,0.192403938,1.681445657,-0.175180223,-0.20159399,-0.138634418,0.1919798,0.161256088,0.192071793,0.18299677,-0.154150941,0.212624851,0.178341332,-0.205397748,0.12897487,0.203826177,-0.196462231
505,3026,S,Backwards. ,Rs,OD,0.088479945,-0.154574014,0.127671995,0.195256154,-0.081216873,-0.108863417,3.27161821,-0.03421789,0.092198904,0.059239342,0.094254007,0.109333361,-0.040520394,0.137080138,0.113226529,-0.247002513,0.002415719,0.094853518,-0.140908952
506,3026,T,He had to go back. ,Fs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
507,3026,T,How many meters back did he have to go? ,Q,OD,-2.316775074,1.856802505,0.144064034,0.165528418,-0.187302222,-0.149223335,-0.184967184,-0.102568124,0.150546162,0.122568604,0.153871322,0.141941213,-0.112067499,0.161892427,0.138568744,-0.159392099,0.079299112,0.129931401,-0.168207064
508,3026,S,Three. One. ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
509,3026,T,One.,Fy,,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
510,3026,T,See how that ended up one extra meter?,Q,OD,0.162988413,-0.167655474,0.149286378,0.202855191,-0.155218001,4.628452782,-0.16154099,-0.150493957,0.145409778,0.13850379,0.158833426,0.186636931,-0.13553342,0.303929538,0.15364475,-0.165773618,0.11894981,0.184175654,-0.15945522
511,3026,S,Yeah. ,Rs,OD,0.055322503,-0.124252338,0.090007406,0.120711486,-0.062148545,-0.095207443,-0.122257118,-0.031068715,0.070698823,0.043229222,0.072034418,-3.903398186,-0.026165828,0.072045283,0.052276371,-0.11954318,0.014474142,0.075072419,-0.093935284
512,3026,T,How long did he have to walk back to that other meter? ,Q,OD,0.253316825,3.496879592,-1.256736588,0.220316914,-0.2414892,-0.184492723,-0.224937756,-0.152871431,0.208734771,0.175687715,0.206348053,0.211477105,-0.176584543,0.209309047,0.202254842,-0.193443941,0.145628031,0.173844427,-0.218133161
513,3026,S,Three.,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
514,3026,T,How long did it [inaudible]? ,Q,OD,-1.642287872,2.867697483,0.179664368,0.186037559,-0.227219922,-0.173949017,-0.214314854,-0.137375208,0.188372,0.157685148,0.188629636,0.179173033,-0.150565818,0.190690234,0.174497675,-0.182494905,0.123948828,0.158970458,-0.203436315
515,3026,S,Three? ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
516,3026,T,"Ok, ",Fy,OD,0.117891144,-0.165742851,0.119375956,0.200318095,-0.149710139,-0.146124296,-0.199251647,-0.073042799,0.13068008,0.113614034,0.13440537,0.145466947,-0.081904799,0.21284363,0.121607915,2.909162197,0.037365972,0.168421242,-0.141707322
517,3026,T,so he had to walk back for how many seconds? Count. How many seconds? How many seconds did he have to walk backwards for?,Q,OD,0.329286871,5.244157104,0.246320103,0.224633586,-0.298896727,-0.217498054,-0.265984484,-0.195268683,0.261337816,0.220641117,0.253768074,0.248281762,-0.217775464,0.25257476,0.239763943,-0.225808623,0.198118408,0.210241003,-0.265665863
518,3026,S,Three. ,Rs,OD,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
519,3026,T,"Three, right? ",Fy,OD,0.154714835,-0.236418715,0.181415984,0.260975895,-0.179737907,-0.30092622,-0.21253029,-0.138913589,0.2081409,0.133814464,0.197865908,0.158185342,-0.112122826,-2.529218999,0.161006924,-0.329848344,0.057559735,0.217975508,-0.190391753
520,3026,T,So he had to judge it. How did we get that straight line? ,Q,PD,0.220814052,-0.219748457,0.215726667,-1.873748531,-0.212844091,-0.220880297,-0.261561815,-0.188227738,0.215583093,0.191575332,0.227083937,0.234538969,-0.200552857,0.240257954,0.20823268,-0.246195059,0.190780231,0.209132805,2.876607668
521,3026,S,Just stay there. ,Rs,PD,0.124470991,-0.184002441,0.170066951,0.196917607,-0.124148145,-0.145222575,2.091239875,-0.102508918,0.129517073,0.107815104,0.130633603,-2.498572519,-0.100626496,0.120582414,0.143802014,-0.238413454,0.104632614,0.138794627,-0.183896079
522,3026,T,"He stopped, right? ",Fy,PD,0.234889139,-0.313343157,0.266835329,0.334240376,-0.268221743,-0.410410296,-0.291707909,-0.244202635,0.298439788,0.217922014,0.283595865,0.241717821,-0.205666116,-3.39112653,0.248142647,-0.433847443,0.170119019,0.31614468,-0.281188927
523,3026,T,And what was our speed at that point?,Q,PD,0.610215295,-0.764017925,0.561787487,0.898591031,-0.556372164,-0.728037866,-0.734725377,-0.41362971,0.662533847,0.481666729,0.610697758,0.614709875,-0.459137254,1.369931822,0.603636355,-0.939604374,0.373135789,0.616749737,-0.637239364
524,3026,S,Zero. ,Rs,PD,0.051628262,-0.133271661,0.068340848,0.138328731,-0.055378312,-0.078249984,-0.102290415,-0.006197579,-3.453341094,0.034117472,0.109473246,0.059474542,-0.03942286,0.184622511,0.060879182,-0.145196333,-0.028950642,0.069607561,-0.05850558
525,3026,T,"Zero; you weren’t moving, were you? ",Fs,PD,0.120346435,-0.197084796,0.139932298,0.186901868,-0.125924269,-0.13113798,-0.165936906,-0.097773141,-5.148633755,0.1104303,0.193871851,0.135417859,-0.143387812,0.248681967,0.141518895,-0.208868987,0.096633087,0.142677345,-0.128758254
526,3026,T,"Then, what did we do here? How long did he have to stand there and do nothing? ",Q,OD,0.287777376,4.719176852,0.214203888,0.206288473,-0.260435694,-0.192995648,-0.236885779,-0.15804646,0.228928457,0.186726187,0.22245887,0.214212376,-0.179147213,0.232967644,0.205747522,-0.205012863,0.150294755,0.181563702,-0.2308993
527,3026,S,Like four seconds. ,Rs,OD,0.225513134,3.931706468,0.166029564,0.178770804,-0.202744145,-0.156242039,-0.193237721,-0.102213126,0.18031442,0.135853792,0.175495052,0.163108298,-0.121204836,0.20355697,0.154722897,-0.173819223,0.078559276,0.13854775,-0.178749455
528,3026,T,"Yeah, about one, two, three, four seconds, ",Fs,OD,0.163939582,1.883959246,0.155493395,0.162995983,-0.157090036,-0.146180316,-0.1822907,-0.101311297,0.147749053,0.116497741,0.145657805,-2.505309293,-0.106130811,0.140391407,0.128945736,-0.163629895,0.09561542,0.13207749,-0.165664879
529,3026,T,and after four seconds what did he have to do? ,Q,OD,0.225513134,3.931706479,0.166029564,0.178770804,-0.202744145,-0.156242039,-0.193237721,-0.102213126,0.18031442,0.135853792,0.175495065,0.163108298,-0.121204836,0.20355697,0.154722897,-0.173819223,0.078559276,0.13854775,-0.178749455
530,3026,S,Walk back. ,Rs,OD,0.147682831,2.947368512,0.10581166,0.144373718,-0.130629708,-0.110300028,-0.138677649,-0.032421458,0.119546874,0.072263298,0.116790307,0.099228201,-0.048776866,0.166793627,0.090942112,-0.134827173,-0.011110073,0.08477781,-0.11356215
531,3026,T,"Walk forward again, right? Ok.",Fs,OD,0.218719531,0.982270356,0.24682972,0.254978633,-0.224593363,-0.244819591,-0.21971411,-0.190028934,0.239019863,0.187908794,0.21859745,0.20331831,3.424326765,-0.85741598,0.214158083,-0.250902956,0.172419754,0.234284255,-0.221572238
532,3026,T,"now at that point, at what two points did the velocity change on this? Remember what – for velocity to change are what two thing? ",Q,PD,0.228479652,-0.256841153,0.271891978,-2.406929921,-0.232925674,-0.244120038,2.437445241,-0.209295073,0.244400693,0.210084703,0.250657353,0.256890097,-0.222170051,0.227876773,0.257788127,-0.347822092,0.221904958,0.230521917,-0.339496461
533,3026,S,Velocity. ,Rs,PD,0.088479944,-0.154574019,0.127671995,0.195256154,-0.081216873,-0.108863416,3.271618218,-0.03421789,0.092198904,0.059239342,0.094254007,0.109333361,-0.040520394,0.137080137,0.113226529,-0.247002512,0.002415719,0.094853517,-0.140908951
534,3026,T,What two things make up velocity? ,Q,SK,0.175623955,-0.229038333,0.228929018,0.272292999,-0.16468211,-0.177058128,4.894926042,-0.139803607,0.169676237,0.148113104,0.171042992,0.210206088,-0.145034113,0.177368406,0.220039914,-0.361578257,0.143682639,0.180546281,-0.252363311
535,3026,S,Speed. ,Rs,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
